月份,频道,行业大类,时长(分),投放占比
6,湖南卫视,饮料,705,0.3359
,湖南卫视,互联网,456,0.2171
,湖南卫视,化妆品/浴室用品,370,0.176
,湖南卫视,邮电通讯,147,0.0699
,湖南卫视,食品,113,0.0539
,湖南卫视,家用电器,86,0.0407
,湖南卫视,药品,82,0.0391
,湖南卫视,交通,61,0.029
,湖南卫视,娱乐及休闲,27,0.0128
,湖南卫视,清洁用品,23,0.0108
,湖南卫视,家居,17,0.0082
,湖南卫视,个人用品,15,0.0072
,湖南卫视,金融/投资行业,6,0.0028
,湖南卫视,数码/电脑/办公用品,4,0.0019
,湖南卫视,衣着,3,0.0015
7,湖南卫视,饮料,775,0.3873
,湖南卫视,互联网,397,0.1987
,湖南卫视,化妆品/浴室用品,212,0.1059
,湖南卫视,邮电通讯,178,0.0892
,湖南卫视,食品,102,0.0508
,湖南卫视,数码/电脑/办公用品,86,0.0432
,湖南卫视,娱乐及休闲,75,0.0373
,湖南卫视,个人用品,57,0.0285
,湖南卫视,清洁用品,37,0.0187
,湖南卫视,药品,35,0.0176
,湖南卫视,家用电器,23,0.0116
,湖南卫视,交通,22,0.011
,湖南卫视,衣着,9,0.0044
,湖南卫视,金融/投资行业,7,0.0037
8,湖南卫视,饮料,868,0.3772
,湖南卫视,互联网,515,0.2241
,湖南卫视,化妆品/浴室用品,332,0.1446
,湖南卫视,邮电通讯,164,0.0711
,湖南卫视,药品,87,0.038
,湖南卫视,数码/电脑/办公用品,87,0.0376
,湖南卫视,食品,76,0.033
,湖南卫视,娱乐及休闲,59,0.0255
,湖南卫视,交通,52,0.0228
,湖南卫视,个人用品,52,0.0228
,湖南卫视,清洁用品,33,0.0145
,湖南卫视,家用电器,14,0.0061
,湖南卫视,衣着,11,0.0049
,湖南卫视,金融/投资行业,8,0.0036
,湖南卫视,酒类,4,0.0015
,湖南卫视,家居,1,0.0002
9,湖南卫视,饮料,923,0.3694
,湖南卫视,互联网,541,0.2165
,湖南卫视,化妆品/浴室用品,268,0.1074
,湖南卫视,邮电通讯,231,0.0926
,湖南卫视,食品,213,0.0853
,湖南卫视,清洁用品,99,0.0394
,湖南卫视,药品,69,0.0275
,湖南卫视,交通,64,0.0255
,湖南卫视,个人用品,44,0.0177
,湖南卫视,衣着,38,0.0153
,湖南卫视,家用电器,36,0.0144
,湖南卫视,娱乐及休闲,23,0.009
,湖南卫视,金融/投资行业,4,0.0017
,湖南卫视,数码/电脑/办公用品,3,0.0012
,湖南卫视,商业/服务性行业,1,0.0005
,湖南卫视,酒类,1,0.0002
10,湖南卫视,饮料,584,0.292
,湖南卫视,互联网,342,0.1708
,湖南卫视,药品,307,0.1533
,湖南卫视,邮电通讯,269,0.1343
,湖南卫视,化妆品/浴室用品,256,0.1281
,湖南卫视,食品,195,0.0976
,湖南卫视,交通,57,0.0286
,湖南卫视,家用电器,22,0.0109
,湖南卫视,衣着,14,0.0068
,湖南卫视,清洁用品,12,0.006
,湖南卫视,工业,2,0.0012
,湖南卫视,娱乐及休闲,1,0.0007
,湖南卫视,个人用品,0,0.0002
11,湖南卫视,互联网,406,0.2139
,湖南卫视,药品,354,0.1861
,湖南卫视,化妆品/浴室用品,351,0.1846
,湖南卫视,饮料,316,0.1662
,湖南卫视,邮电通讯,209,0.11
,湖南卫视,食品,192,0.1012
,湖南卫视,家用电器,55,0.0291
,湖南卫视,交通,39,0.0205
,湖南卫视,个人用品,11,0.0058
,湖南卫视,娱乐及休闲,2,0.0012
,湖南卫视,金融/投资行业,1,0.0005
,湖南卫视,数码/电脑/办公用品,1,0.0005
,湖南卫视,酒类,1,0.0003
,湖南卫视,清洁用品,1,0.0003
,湖南卫视,家居,0,0.0002
6,浙江卫视,饮料,737,0.3204
,浙江卫视,食品,389,0.1692
,浙江卫视,互联网,359,0.1561
,浙江卫视,邮电通讯,212,0.0922
,浙江卫视,化妆品/浴室用品,159,0.069
,浙江卫视,家用电器,107,0.0467
,浙江卫视,清洁用品,81,0.0354
,浙江卫视,交通,57,0.0249
,浙江卫视,酒类,51,0.0223
,浙江卫视,娱乐及休闲,51,0.0221
,浙江卫视,药品,33,0.0142
,浙江卫视,衣着,30,0.013
,浙江卫视,个人用品,23,0.0102
,浙江卫视,家居,15,0.0067
,浙江卫视,金融/投资行业,3,0.0011
,浙江卫视,商业/服务性行业,2,0.0011
7,浙江卫视,饮料,753,0.3276
,浙江卫视,互联网,284,0.1236
,浙江卫视,食品,249,0.1081
,浙江卫视,邮电通讯,233,0.1013
,浙江卫视,娱乐及休闲,175,0.0762
,浙江卫视,个人用品,143,0.0621
,浙江卫视,化妆品/浴室用品,135,0.0588
,浙江卫视,清洁用品,83,0.0361
,浙江卫视,数码/电脑/办公用品,76,0.0331
,浙江卫视,酒类,75,0.0328
,浙江卫视,家用电器,72,0.0311
,浙江卫视,交通,36,0.0158
,浙江卫视,商业/服务性行业,12,0.0054
,浙江卫视,家居,3,0.0014
,浙江卫视,金融/投资行业,3,0.0011
,浙江卫视,药品,2,0.0008
8,浙江卫视,饮料,767,0.3334
,浙江卫视,食品,319,0.1388
,浙江卫视,娱乐及休闲,201,0.0872
,浙江卫视,互联网,200,0.0869
,浙江卫视,化妆品/浴室用品,152,0.0659
,浙江卫视,个人用品,147,0.064
,浙江卫视,邮电通讯,116,0.0503
,浙江卫视,数码/电脑/办公用品,87,0.0377
,浙江卫视,清洁用品,86,0.0374
,浙江卫视,家用电器,69,0.0301
,浙江卫视,药品,62,0.0269
,浙江卫视,酒类,56,0.0243
,浙江卫视,交通,34,0.0148
,浙江卫视,家居,5,0.0021
,浙江卫视,金融/投资行业,3,0.0011
9,浙江卫视,饮料,715,0.3573
,浙江卫视,互联网,360,0.18
,浙江卫视,食品,251,0.1257
,浙江卫视,化妆品/浴室用品,134,0.0672
,浙江卫视,邮电通讯,120,0.0599
,浙江卫视,个人用品,83,0.0415
,浙江卫视,药品,69,0.0345
,浙江卫视,酒类,63,0.0315
,浙江卫视,家用电器,59,0.0297
,浙江卫视,清洁用品,54,0.0269
,浙江卫视,交通,33,0.0164
,浙江卫视,娱乐及休闲,29,0.0146
,浙江卫视,数码/电脑/办公用品,22,0.011
,浙江卫视,金融/投资行业,5,0.0026
,浙江卫视,家居,2,0.0011
10,浙江卫视,商业/服务性行业,1,0.0004
,浙江卫视,饮料,414,0.2436
,浙江卫视,互联网,383,0.2251
,浙江卫视,食品,247,0.1455
,浙江卫视,邮电通讯,216,0.1272
,浙江卫视,药品,144,0.0845
,浙江卫视,化妆品/浴室用品,89,0.0523
,浙江卫视,娱乐及休闲,72,0.0426
,浙江卫视,清洁用品,56,0.033
,浙江卫视,家用电器,50,0.0295
,浙江卫视,交通,31,0.018
,浙江卫视,酒类,17,0.01
,浙江卫视,家居,15,0.0088
,浙江卫视,金融/投资行业,3,0.0015
,浙江卫视,数码/电脑/办公用品,1,0.0009
11,浙江卫视,互联网,389,0.2045
,浙江卫视,药品,368,0.1939
,浙江卫视,饮料,340,0.1792
,浙江卫视,食品,270,0.1422
,浙江卫视,邮电通讯,193,0.1013
,浙江卫视,化妆品/浴室用品,109,0.0572
,浙江卫视,清洁用品,63,0.0334
,浙江卫视,娱乐及休闲,59,0.031
,浙江卫视,交通,51,0.0271
,浙江卫视,家用电器,47,0.0245
,浙江卫视,家居,18,0.0096
,浙江卫视,个人用品,15,0.0076
,浙江卫视,工业,5,0.0026
,浙江卫视,衣着,5,0.0026
,浙江卫视,金融/投资行业,1,0.0008
,浙江卫视,酒类,0,0.0003
6,东方卫视,饮料,913,0.3381
,东方卫视,药品,312,0.1156
,东方卫视,食品,311,0.1151
,东方卫视,邮电通讯,298,0.1103
,东方卫视,化妆品/浴室用品,217,0.0804
,东方卫视,互联网,169,0.0626
,东方卫视,娱乐及休闲,141,0.0521
,东方卫视,酒类,111,0.0413
,东方卫视,个人用品,90,0.0332
,东方卫视,交通,74,0.0273
,东方卫视,家用电器,65,0.0242
,东方卫视,清洁用品,14,0.0053
,东方卫视,家居,14,0.0052
,东方卫视,衣着,2,0.0007
,东方卫视,工业,2,0.0006
,东方卫视,房地产/建筑工程行业,1,0.0006
7,东方卫视,饮料,957,0.3546
,东方卫视,食品,381,0.141
,东方卫视,邮电通讯,331,0.1227
,东方卫视,药品,311,0.115
,东方卫视,化妆品/浴室用品,215,0.0796
,东方卫视,互联网,123,0.0457
,东方卫视,娱乐及休闲,122,0.0451
,东方卫视,酒类,113,0.042
,东方卫视,个人用品,93,0.0346
,东方卫视,交通,53,0.0196
,东方卫视,家用电器,47,0.0174
,东方卫视,清洁用品,31,0.0114
,东方卫视,工业,3,0.001
,东方卫视,家居,0,0.0002
,东方卫视,房地产/建筑工程行业,0,0.0001
8,东方卫视,饮料,993,0.3547
,东方卫视,食品,537,0.1918
,东方卫视,邮电通讯,254,0.0906
,东方卫视,化妆品/浴室用品,248,0.0885
,东方卫视,娱乐及休闲,219,0.0782
,东方卫视,药品,179,0.0638
,东方卫视,个人用品,90,0.0322
,东方卫视,互联网,85,0.0305
,东方卫视,酒类,65,0.0232
,东方卫视,家用电器,61,0.022
,东方卫视,清洁用品,50,0.018
,东方卫视,交通,48,0.0173
,东方卫视,金融/投资行业,13,0.0046
,东方卫视,家居,9,0.0033
,东方卫视,房地产/建筑工程行业,4,0.0013
,东方卫视,工业,2,0.0009
,东方卫视,商业/服务性行业,0,0.0001
9,东方卫视,饮料,596,0.2593
,东方卫视,食品,595,0.2587
,东方卫视,邮电通讯,233,0.1014
,东方卫视,娱乐及休闲,223,0.0969
,东方卫视,化妆品/浴室用品,218,0.0948
,东方卫视,家用电器,88,0.0385
,东方卫视,个人用品,85,0.0371
,东方卫视,互联网,79,0.0344
,东方卫视,金融/投资行业,64,0.0279
,东方卫视,交通,56,0.0244
,东方卫视,清洁用品,32,0.014
,东方卫视,衣着,20,0.0089
,东方卫视,酒类,15,0.0067
,东方卫视,家居,13,0.0055
,东方卫视,药品,12,0.005
,东方卫视,工业,2,0.0011
,东方卫视,商业/服务性行业,2,0.0009
10,东方卫视,食品,447,0.2352
,东方卫视,邮电通讯,269,0.1418
,东方卫视,饮料,252,0.1327
,东方卫视,酒类,174,0.0915
,东方卫视,化妆品/浴室用品,145,0.0761
,东方卫视,娱乐及休闲,117,0.0618
,东方卫视,药品,113,0.0592
,东方卫视,个人用品,89,0.047
,东方卫视,互联网,83,0.0439
,东方卫视,家用电器,68,0.0359
,东方卫视,交通,55,0.0289
,东方卫视,清洁用品,41,0.0214
,东方卫视,金融/投资行业,29,0.0153
,东方卫视,家居,28,0.0148
,东方卫视,衣着,19,0.0103
,东方卫视,工业,3,0.0015
,东方卫视,商业/服务性行业,2,0.0011
11,东方卫视,食品,425,0.193
,东方卫视,邮电通讯,313,0.1421
,东方卫视,饮料,274,0.1244
,东方卫视,药品,266,0.1208
,东方卫视,娱乐及休闲,241,0.1097
,东方卫视,酒类,164,0.0745
,东方卫视,化妆品/浴室用品,159,0.0725
,东方卫视,个人用品,92,0.0416
,东方卫视,互联网,77,0.035
,东方卫视,家用电器,69,0.0315
,东方卫视,交通,52,0.0235
,东方卫视,清洁用品,33,0.0149
,东方卫视,家居,27,0.0123
,东方卫视,金融/投资行业,9,0.0043
,东方卫视,衣着,8,0.0037
,东方卫视,工业,6,0.0028
,东方卫视,商业/服务性行业,5,0.0024
,东方卫视,数码/电脑/办公用品,1,0.0002
6,江苏卫视,食品,1060,0.2465
,江苏卫视,饮料,1034,0.2405
,江苏卫视,药品,726,0.1689
,江苏卫视,衣着,421,0.0979
,江苏卫视,酒类,257,0.0598
,江苏卫视,化妆品/浴室用品,188,0.0437
,江苏卫视,邮电通讯,147,0.0342
,江苏卫视,家居,110,0.0256
,江苏卫视,清洁用品,102,0.0238
,江苏卫视,交通,80,0.0186
,江苏卫视,家用电器,56,0.013
,江苏卫视,互联网,51,0.0118
,江苏卫视,娱乐及休闲,27,0.0063
,江苏卫视,商业/服务性行业,22,0.0052
,江苏卫视,金融/投资行业,12,0.0029
,江苏卫视,个人用品,8,0.0019
,江苏卫视,工业,1,0.0003
7,江苏卫视,饮料,1129,0.2972
,江苏卫视,药品,732,0.1925
,江苏卫视,衣着,483,0.127
,江苏卫视,食品,462,0.1217
,江苏卫视,酒类,282,0.0743
,江苏卫视,化妆品/浴室用品,178,0.0468
,江苏卫视,互联网,162,0.0426
,江苏卫视,娱乐及休闲,92,0.0241
,江苏卫视,家居,73,0.0191
,江苏卫视,清洁用品,65,0.0171
,江苏卫视,交通,59,0.0154
,江苏卫视,家用电器,48,0.0126
,江苏卫视,商业/服务性行业,45,0.0118
,江苏卫视,个人用品,23,0.0061
,江苏卫视,金融/投资行业,13,0.0033
,江苏卫视,邮电通讯,11,0.0029
,江苏卫视,工业,1,0.0003
,江苏卫视,数码/电脑/办公用品,1,0.0003
8,江苏卫视,饮料,1309,0.2975
,江苏卫视,食品,714,0.1624
,江苏卫视,药品,705,0.1602
,江苏卫视,衣着,466,0.1058
,江苏卫视,娱乐及休闲,264,0.0599
,江苏卫视,酒类,250,0.0568
,江苏卫视,化妆品/浴室用品,206,0.0469
,江苏卫视,互联网,155,0.0353
,江苏卫视,清洁用品,79,0.0179
,江苏卫视,交通,74,0.0169
,江苏卫视,家用电器,63,0.0144
,江苏卫视,家居,50,0.0115
,江苏卫视,商业/服务性行业,42,0.0095
,江苏卫视,个人用品,24,0.0054
,江苏卫视,金融/投资行业,15,0.0033
,江苏卫视,工业,2,0.0004
,江苏卫视,数码/电脑/办公用品,1,0.0001
,江苏卫视,房地产/建筑工程行业,0,0.0001
9,江苏卫视,饮料,1010,0.2405
,江苏卫视,食品,815,0.194
,江苏卫视,药品,785,0.1869
,江苏卫视,衣着,583,0.1389
,江苏卫视,互联网,316,0.0752
,江苏卫视,酒类,265,0.063
,江苏卫视,化妆品/浴室用品,127,0.0302
,江苏卫视,娱乐及休闲,94,0.0225
,江苏卫视,交通,64,0.0152
,江苏卫视,家居,45,0.0106
,江苏卫视,家用电器,42,0.01
,江苏卫视,清洁用品,40,0.0096
,江苏卫视,个人用品,20,0.0047
,江苏卫视,金融/投资行业,12,0.0029
,江苏卫视,商业/服务性行业,3,0.0008
,江苏卫视,工业,1,0.0003
,江苏卫视,数码/电脑/办公用品,0,0.0001
10,江苏卫视,药品,893,0.2413
,江苏卫视,食品,816,0.2205
,江苏卫视,衣着,627,0.1695
,江苏卫视,饮料,584,0.1578
,江苏卫视,酒类,270,0.0729
,江苏卫视,互联网,167,0.0452
,江苏卫视,化妆品/浴室用品,135,0.0366
,江苏卫视,交通,109,0.0294
,江苏卫视,家居,37,0.01
,江苏卫视,家用电器,36,0.0096
,江苏卫视,清洁用品,33,0.009
,江苏卫视,金融/投资行业,29,0.0077
,江苏卫视,娱乐及休闲,23,0.0062
,江苏卫视,个人用品,16,0.0042
,江苏卫视,邮电通讯,15,0.0042
,江苏卫视,房地产/建筑工程行业,3,0.0009
,江苏卫视,工业,1,0.0003
,江苏卫视,数码/电脑/办公用品,1,0.0002
11,江苏卫视,药品,969,0.262
,江苏卫视,食品,862,0.2328
,江苏卫视,饮料,562,0.1519
,江苏卫视,衣着,441,0.1192
,江苏卫视,酒类,384,0.1039
,江苏卫视,互联网,168,0.0454
,江苏卫视,化妆品/浴室用品,107,0.029
,江苏卫视,交通,66,0.0178
,江苏卫视,家用电器,46,0.0124
,江苏卫视,家居,43,0.0115
,江苏卫视,个人用品,28,0.0077
,江苏卫视,娱乐及休闲,26,0.0071
,江苏卫视,金融/投资行业,18,0.0049
,江苏卫视,清洁用品,17,0.0047
,江苏卫视,邮电通讯,15,0.0041
,江苏卫视,商业/服务性行业,6,0.0017
,江苏卫视,房地产/建筑工程行业,2,0.0005
,江苏卫视,工业,1,0.0003
6,北京卫视,饮料,496,0.2155
,北京卫视,食品,426,0.1852
,北京卫视,药品,294,0.1279
,北京卫视,化妆品/浴室用品,272,0.1181
,北京卫视,衣着,227,0.0987
,北京卫视,酒类,97,0.0422
,北京卫视,农业,79,0.0344
,北京卫视,交通,73,0.0318
,北京卫视,清洁用品,73,0.0316
,北京卫视,互联网,54,0.0236
,北京卫视,娱乐及休闲,48,0.0207
,北京卫视,商业/服务性行业,41,0.0179
,北京卫视,金融/投资行业,28,0.0123
,北京卫视,家居,27,0.0119
,北京卫视,邮电通讯,25,0.0108
,北京卫视,家用电器,21,0.009
,北京卫视,数码/电脑/办公用品,9,0.0041
,北京卫视,房地产/建筑工程行业,7,0.0032
,北京卫视,个人用品,3,0.0012
7,北京卫视,饮料,565,0.269
,北京卫视,药品,300,0.143
,北京卫视,食品,222,0.1058
,北京卫视,化妆品/浴室用品,219,0.1043
,北京卫视,互联网,194,0.0925
,北京卫视,衣着,193,0.0919
,北京卫视,酒类,121,0.0575
,北京卫视,农业,82,0.039
,北京卫视,娱乐及休闲,55,0.026
,北京卫视,商业/服务性行业,34,0.0164
,北京卫视,金融/投资行业,31,0.0146
,北京卫视,清洁用品,28,0.0136
,北京卫视,交通,25,0.0118
,北京卫视,邮电通讯,20,0.0095
,北京卫视,家居,16,0.0078
,北京卫视,家用电器,9,0.0043
,北京卫视,数码/电脑/办公用品,2,0.001
,北京卫视,房地产/建筑工程行业,1,0.0005
,北京卫视,个人用品,0,0.0001
8,北京卫视,食品,453,0.1968
,北京卫视,化妆品/浴室用品,369,0.1603
,北京卫视,饮料,364,0.1581
,北京卫视,药品,245,0.1064
,北京卫视,娱乐及休闲,217,0.0946
,北京卫视,互联网,187,0.0813
,北京卫视,衣着,149,0.0649
,北京卫视,清洁用品,111,0.0482
,北京卫视,酒类,98,0.0427
,北京卫视,农业,82,0.0357
,北京卫视,家用电器,21,0.0093
,北京卫视,金融/投资行业,19,0.0081
,北京卫视,交通,10,0.0043
,北京卫视,商业/服务性行业,8,0.0034
,北京卫视,房地产/建筑工程行业,2,0.001
,北京卫视,个人用品,0,0.0001
9,北京卫视,食品,443,0.1702
,北京卫视,药品,379,0.1457
,北京卫视,饮料,374,0.1438
,北京卫视,化妆品/浴室用品,335,0.1288
,北京卫视,衣着,296,0.1139
,北京卫视,清洁用品,264,0.1017
,北京卫视,互联网,148,0.057
,北京卫视,娱乐及休闲,146,0.0562
,北京卫视,酒类,93,0.0357
,北京卫视,农业,83,0.0321
,北京卫视,家用电器,48,0.0186
,北京卫视,金融/投资行业,24,0.0092
,北京卫视,交通,16,0.0062
,北京卫视,商业/服务性行业,8,0.003
,北京卫视,房地产/建筑工程行业,4,0.0015
,北京卫视,个人用品,0,0.0002
10,北京卫视,食品,623,0.2148
,北京卫视,化妆品/浴室用品,373,0.1288
,北京卫视,药品,370,0.1277
,北京卫视,衣着,354,0.1221
,北京卫视,饮料,347,0.1195
,北京卫视,清洁用品,325,0.1122
,北京卫视,互联网,150,0.0517
,北京卫视,家用电器,119,0.0411
,北京卫视,农业,112,0.0385
,北京卫视,酒类,89,0.0307
,北京卫视,娱乐及休闲,33,0.0115
,北京卫视,金融/投资行业,20,0.0069
,北京卫视,邮电通讯,19,0.0066
,北京卫视,交通,8,0.0028
,北京卫视,商业/服务性行业,8,0.0028
,北京卫视,家居,4,0.0014
,北京卫视,房地产/建筑工程行业,3,0.001
11,北京卫视,食品,691,0.2159
,北京卫视,药品,594,0.1855
,北京卫视,饮料,392,0.1225
,北京卫视,酒类,385,0.1204
,北京卫视,化妆品/浴室用品,264,0.0826
,北京卫视,清洁用品,248,0.0776
,北京卫视,互联网,206,0.0645
,北京卫视,衣着,149,0.0465
,北京卫视,农业,120,0.0376
,北京卫视,家用电器,119,0.0371
,北京卫视,金融/投资行业,24,0.0075
,北京卫视,个人用品,22,0.0069
,北京卫视,邮电通讯,22,0.0069
,北京卫视,交通,11,0.0034
,北京卫视,商业/服务性行业,10,0.0032
,北京卫视,娱乐及休闲,3,0.0009
,北京卫视,房地产/建筑工程行业,2,0.0007
,北京卫视,数码/电脑/办公用品,0,0.0001
6,安徽卫视,饮料,999,0.2776
,安徽卫视,药品,786,0.2182
,安徽卫视,衣着,583,0.162
,安徽卫视,食品,537,0.1491
,安徽卫视,酒类,388,0.1077
,安徽卫视,互联网,103,0.0287
,安徽卫视,商业/服务性行业,96,0.0267
,安徽卫视,化妆品/浴室用品,46,0.0127
,安徽卫视,清洁用品,34,0.0096
,安徽卫视,农业,28,0.0078
,安徽卫视,娱乐及休闲,19,0.0054
,安徽卫视,邮电通讯,18,0.0051
,安徽卫视,家居,16,0.0046
,安徽卫视,家用电器,9,0.0024
,安徽卫视,金融/投资行业,5,0.0013
,安徽卫视,个人用品,1,0.0002
7,安徽卫视,饮料,1049,0.3086
,安徽卫视,药品,712,0.2095
,安徽卫视,衣着,560,0.1648
,安徽卫视,酒类,399,0.1175
,安徽卫视,食品,370,0.109
,安徽卫视,商业/服务性行业,109,0.032
,安徽卫视,家用电器,76,0.0224
,安徽卫视,化妆品/浴室用品,34,0.0101
,安徽卫视,农业,28,0.0083
,安徽卫视,邮电通讯,18,0.0052
,安徽卫视,家居,17,0.0051
,安徽卫视,娱乐及休闲,13,0.0039
